filename,width,height,class,xmin,ymin,xmax,ymax
Ro_180_n_HSV_11_10.jpg,1280,800,text,623,446,689,473
Sc_0p2_17_16.jpg,1024,768,text,357,452,912,604
Sh_0p5_m.jpg,440,240,text,123,89,379,142
Sh_0p5_m.jpg,440,240,text,81,162,333,231
HF_03_15.jpg,1916,900,text,481,79,801,233
Ro_180_n_HSV_03_16.jpg,1918,898,text,829,432,1138,504
Ro_180_n_HSV_03_16.jpg,1918,898,text,804,543,1193,661
Ro_180_n_HSV_03_16.jpg,1918,898,text,925,344,1033,373
Ro_180_n_HSV_DSC02925.JPG,640,480,text,42,117,532,278
Ro_180_n_HSV_DSC03402.JPG,640,480,text,97,185,522,301
Sc_0p2_01_18.jpg,1280,800,text,523,328,910,469
Sc_0p2_01_18.jpg,1280,800,text,918,376,1172,481
Ro_90_n_HSV_DSC03467.JPG,640,480,text,195,88,286,398
HF_00_13.jpg,1024,768,text,360,292,633,405
Sh_0p5_DSC03294.JPG,880,480,text,326,287,759,434
Sh_0p5_DSC03294.JPG,880,480,text,388,396,615,434
Ro_90_n_HSV_04_15.jpg,1280,1024,text,643,369,676,446
Ro_90_n_HSV_04_15.jpg,1280,1024,text,642,444,677,514
Ro_90_n_HSV_04_15.jpg,1280,1024,text,609,192,667,298
Ro_90_n_HSV_04_15.jpg,1280,1024,text,614,108,670,195
Ro_180_n_HSV_DSC04464.JPG,640,480,text,54,83,625,163
Sh_0p5_14_19.jpg,1720,880,text,1033,314,1272,364
Sh_0p5_14_19.jpg,1720,880,text,659,313,1037,381
Sh_0p5_14_19.jpg,1720,880,text,429,317,663,367
Sh_0p5_14_19.jpg,1720,880,text,1250,299,1448,378
Ro_180_n_HSV_DSC03191.JPG,640,480,text,110,179,556,347
Ro_180_n_HSV_DSC03191.JPG,640,480,text,228,179,555,263
Ro_270_n_HSV_DSC03831.JPG,640,480,text,409,149,622,407
Ro_270_n_HSV_DSC03831.JPG,640,480,text,415,231,475,372
HF_DSC03432.JPG,640,480,text,60,355,585,444
DSC03398.JPG,640,480,text,121,304,587,428
Tr_0p2_P090903076.jpg,640,480,text,195,270,640,381
Tr_0p2_P090903076.jpg,640,480,text,181,374,640,480
HF_2007-12-08-day-117.jpg,1600,1200,text,496,505,1145,721
Tr_0p2_P090911080.jpg,640,480,text,145,272,571,405
Ro_270_n_HSV_16_08.jpg,1280,800,text,489,233,769,637
Tr_0p2_DSC03168.JPG,640,480,text,346,387,543,445
18_13.jpg,1280,800,text,687,356,754,388
18_13.jpg,1280,800,text,667,319,773,360
18_13.jpg,1280,800,text,566,354,638,382
18_13.jpg,1280,800,text,581,339,624,364
Ro_180_n_HSV_08_04.jpg,1280,902,text,767,487,939,558
Ro_180_n_HSV_08_04.jpg,1280,902,text,645,685,823,744
Ro_180_n_HSV_08_04.jpg,1280,902,text,536,482,768,554
Ro_180_n_HSV_00_08.jpg,1024,768,text,433,454,595,503
Ro_180_n_HSV_00_08.jpg,1024,768,text,308,454,426,494
Ro_180_n_HSV_00_08.jpg,1024,768,text,419,379,602,430
Ro_180_n_HSV_00_08.jpg,1024,768,text,305,376,412,429
Ro_180_n_HSV_18_01.jpg,1280,800,text,555,372,741,451
Ro_180_n_HSV_18_01.jpg,1280,800,text,595,129,666,167
Ro_180_n_HSV_18_01.jpg,1280,800,text,685,93,753,134
Ro_180_n_HSV_18_01.jpg,1280,800,text,629,457,818,543
Ro_180_n_HSV_18_01.jpg,1280,800,text,668,551,718,583
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,1,730,21,765
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,179,364,216,399
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,100,350,129,395
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,22,383,65,435
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,542,296,885,412
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,289,138,365,301
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,319,306,407,548
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,1346,696,1406,727
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,1329,549,1401,601
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,1425,396,1581,469
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,166,666,209,706
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,60,665,105,711
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,614,244,884,323
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,470,925,551,976
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,201,952,399,1003
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,16,953,85,993
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,448,461,1193,727
Ro_180_n_HSV_080119-0007.jpg,1600,1200,text,444,344,965,513
Tr_0p2_14_08.jpg,1278,880,text,888,507,1049,540
Tr_0p2_14_08.jpg,1278,880,text,1063,502,1170,543
Tr_0p2_14_08.jpg,1278,880,text,912,556,975,581
Tr_0p2_14_08.jpg,1278,880,text,979,552,1049,579
Tr_0p2_14_08.jpg,1278,880,text,1053,551,1152,577
Ro_90_n_HSV_308.jpg,385,212,text,81,74,150,191
14_12.jpg,1278,878,text,774,399,837,454
14_12.jpg,1278,878,text,161,353,278,426
14_12.jpg,1278,878,text,352,347,522,431
14_12.jpg,1278,878,text,758,305,858,405
Ro_90_n_HSV_DSC03026.JPG,640,480,text,163,68,303,429
HF_DSC03865.JPG,640,480,text,463,52,631,96
HF_DSC03865.JPG,640,480,text,377,89,625,142
HF_DSC03865.JPG,640,480,text,6,93,352,165
Ro_270_n_HSV_086.jpg,640,480,text,133,126,266,310
Sc_0p2_2007-12-09-day-exterior-063.jpg,1600,1200,text,1155,219,1444,336
Sc_0p2_2007-12-09-day-exterior-063.jpg,1600,1200,text,1,621,327,702
Sc_0p2_2007-12-09-day-exterior-063.jpg,1600,1200,text,1176,751,1356,804
Sc_0p2_2007-12-09-day-exterior-063.jpg,1600,1200,text,433,447,1396,690
Sh_0p5_02_12.jpg,1750,768,text,475,511,553,539
Sh_0p5_02_12.jpg,1750,768,text,656,267,813,315
Sh_0p5_02_12.jpg,1750,768,text,437,483,582,539
HF_P090911064.jpg,640,480,text,52,114,434,254
Sc_0p2_DSC03887.JPG,640,480,text,127,196,625,283
HF_00_00.jpg,1024,768,text,404,257,626,349
HF_00_00.jpg,1024,768,text,391,350,624,445
Tr_0p2_P090912050.jpg,640,480,text,170,242,640,351
Ro_270_n_HSV_P090903056.jpg,640,480,text,309,170,380,297
Ro_270_n_HSV_P090903056.jpg,640,480,text,102,8,252,467
Tr_0p2_08_00.jpg,1276,884,text,568,565,723,626
HF_DSC03142.JPG,640,480,text,199,357,464,473
HF_DSC03142.JPG,640,480,text,199,357,464,406
14_02.jpg,1278,880,text,537,256,845,348
Ro_270_n_HSV_2007-12-08-day-099.jpg,1600,1200,text,698,312,1021,1116
Sc_0p2_DSC02925.JPG,640,480,text,129,242,641,435
Ro_270_n_HSV_DSC03136.JPG,640,480,text,203,87,313,407
Tr_0p2_2007-12-08-day-111.jpg,1600,1200,text,745,676,1490,856
HF_12_08.jpg,1024,768,text,348,179,650,234
HF_12_08.jpg,1024,768,text,294,492,532,531
Ro_180_n_HSV_08_12.jpg,1280,880,text,620,454,766,499
07_16.jpg,1280,1024,text,595,436,680,475
07_16.jpg,1280,1024,text,517,437,589,474
07_16.jpg,1280,1024,text,929,873,994,893
Sc_0p2_02_05.jpg,1280,1024,text,816,471,1058,547
Sc_0p2_02_05.jpg,1280,1024,text,613,470,806,543
Sc_0p2_02_05.jpg,1280,1024,text,632,536,764,579
Sc_0p2_02_05.jpg,1280,1024,text,769,540,940,584
Sc_0p2_02_05.jpg,1280,1024,text,955,541,1027,579
Ro_180_n_HSV_DSC03398.JPG,640,480,text,53,52,519,176
HF_13_03.jpg,1024,768,text,675,370,788,403
HF_13_03.jpg,1024,768,text,141,341,211,359
HF_13_03.jpg,1024,768,text,59,337,111,359
DSC03168.JPG,640,480,text,218,291,415,349
11_04.jpg,1280,800,text,467,322,669,388
11_04.jpg,1280,800,text,673,321,887,380
Sc_0p2_04_11.jpg,1280,1024,text,646,583,843,663
Sc_0p2_04_11.jpg,1280,1024,text,837,592,964,666
Sc_0p2_04_11.jpg,1280,1024,text,986,610,1071,675
Sc_0p2_04_11.jpg,1280,1024,text,270,577,457,637
Sc_0p2_04_11.jpg,1280,1024,text,57,591,261,645
HF_10_04.jpg,1024,768,text,329,317,791,392
HF_10_04.jpg,1024,768,text,390,269,483,310
HF_10_04.jpg,1024,768,text,308,270,391,311
Sh_0p5_00_08.jpg,1408,768,text,561,265,748,314
Sh_0p5_00_08.jpg,1408,768,text,735,274,873,314
Sh_0p5_00_08.jpg,1408,768,text,591,338,799,389
Sh_0p5_00_08.jpg,1408,768,text,781,339,915,392
Ro_270_n_HSV_107.jpg,640,480,text,414,120,498,294
Ro_270_n_HSV_107.jpg,640,480,text,190,120,315,360
Ro_270_n_HSV_107.jpg,640,480,text,147,318,198,365
C71_m_starfirm.jpg,640,480,text,121,278,551,320
Ro_90_n_HSV_13_03.jpg,1024,768,text,493,506,537,591
Ro_90_n_HSV_13_03.jpg,1024,768,text,454,105,478,158
Ro_90_n_HSV_13_03.jpg,1024,768,text,449,44,478,83
Ro_270_n_HSV_DSC03081.JPG,640,480,text,211,222,293,267
Ro_270_n_HSV_DSC03081.JPG,640,480,text,17,180,98,302
Sh_0p5_DSC04313.JPG,880,480,text,127,109,663,189
Sc_0p2_19_09.jpg,1280,1024,text,834,573,958,612
Sc_0p2_19_09.jpg,1280,1024,text,577,727,650,746
Sc_0p2_19_09.jpg,1280,1024,text,682,572,780,613
Sc_0p2_19_09.jpg,1280,1024,text,481,726,550,754
Sc_0p2_19_09.jpg,1280,1024,text,777,573,831,609
Sc_0p2_19_09.jpg,1280,1024,text,540,720,579,753
Sh_0p5_01_16.jpg,1680,800,text,331,257,1269,371
Ro_180_n_HSV_DSC03074.JPG,640,480,text,123,136,556,236
Ro_90_n_HSV_P090903081.jpg,640,480,text,118,41,372,467
Ro_180_n_HSV_2007-12-08-day-117.jpg,1600,1200,text,496,478,1145,695
Ro_180_n_HSV_16_18.jpg,1280,800,text,863,387,1056,445
Ro_180_n_HSV_16_18.jpg,1280,800,text,296,401,568,468
Ro_180_n_HSV_16_18.jpg,1280,800,text,592,379,860,441
Ro_180_n_HSV_16_18.jpg,1280,800,text,1055,379,1172,433
01_11.jpg,1280,800,text,486,327,850,406
HF_DSC03203.JPG,640,480,text,99,308,588,472
HF_DSC03203.JPG,640,480,text,99,308,588,364
HF_DSC03203.JPG,640,480,text,347,421,547,472
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,1294,1118,1378,1140
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,1314,1141,1374,1161
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,1306,1164,1373,1179
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,1298,1179,1372,1199
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,700,511,870,846
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,644,504,724,621
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,638,631,688,668
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,620,685,692,879
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,142,420,274,485
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,94,492,229,658
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,97,659,166,721
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,104,423,205,512
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,85,516,156,546
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,61,553,130,611
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,1382,1083,1508,1188
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,118,3,172,25
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,145,26,200,97
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,198,422,374,653
Ro_270_n_HSV_080119-0009.jpg,1600,1200,text,0,241,118,311
Tr_0p2_DSC03432.JPG,640,480,text,183,451,640,480
Sc_0p2_P090903004.jpg,640,480,text,27,271,641,410
Tr_0p2_DSC04066.JPG,640,480,text,254,419,640,480
Sc_0p2_DSC03865.JPG,640,480,text,10,62,212,115
Sc_0p2_DSC03865.JPG,640,480,text,18,106,315,170
Sc_0p2_DSC03865.JPG,640,480,text,345,111,641,198
P090911075.jpg,640,480,text,33,115,603,383
Sh_0p5_DSC02897.JPG,880,480,text,225,276,805,370
Sh_0p5_DSC02897.JPG,880,480,text,125,245,198,264
HF_02_09.jpg,1280,1024,text,616,431,755,492
HF_02_09.jpg,1280,1024,text,365,369,568,438
HF_02_09.jpg,1280,1024,text,1130,517,1163,533
HF_02_09.jpg,1280,1024,text,74,532,106,548
HF_DSC03012.JPG,640,480,text,3,208,612,287
Sh_0p5_05_13.jpg,1719,878,text,706,169,936,233
Ro_180_n_HSV_DSC03413.JPG,640,480,text,115,217,599,370
Ro_180_n_HSV_DSC03413.JPG,640,480,text,191,286,525,370
Ro_90_n_HSV_DSC03082.JPG,640,480,text,275,220,365,275
Ro_90_n_HSV_DSC03082.JPG,640,480,text,491,123,594,383
Ro_90_n_HSV_07_12.jpg,1280,1024,text,267,523,446,899
Ro_90_n_HSV_07_12.jpg,1280,1024,text,316,295,447,516
HF_12_07.jpg,1024,768,text,515,321,757,376
HF_12_07.jpg,1024,768,text,758,324,858,379
Sh_0p5_P090911081.jpg,880,480,text,283,165,773,292
HF_DSC04410.JPG,640,480,text,122,128,427,232
HF_03_08.jpg,1918,904,text,823,318,1285,401
Ro_180_n_HSV_DSC04023.JPG,640,480,text,23,113,606,304
Ro_180_n_HSV_DSC04023.JPG,640,480,text,61,113,606,179
Sc_0p2_17_13.jpg,1280,882,text,891,326,1071,385
Sc_0p2_17_13.jpg,1280,882,text,536,340,847,410
Sc_0p2_17_13.jpg,1280,882,text,1034,621,1281,702
Sc_0p2_17_13.jpg,1280,882,text,1117,294,1281,367
Sh_0p5_10_03.jpg,1408,768,text,692,137,871,202
Sh_0p5_10_03.jpg,1408,768,text,607,142,729,206
Sh_0p5_10_03.jpg,1408,768,text,402,151,518,211
HF_04_18.jpg,1280,1024,text,546,950,599,980
HF_04_18.jpg,1280,1024,text,474,445,746,538
HF_04_18.jpg,1280,1024,text,594,952,645,978
Tr_0p2_DSC03279.JPG,640,480,text,268,304,457,356
HF_13_11.jpg,1024,768,text,444,452,550,486
HF_13_11.jpg,1024,768,text,553,455,673,486
13_03.jpg,1024,768,text,236,370,349,403
13_03.jpg,1024,768,text,813,341,883,359
13_03.jpg,1024,768,text,913,337,965,359
Tr_0p2_18_13.jpg,1280,800,text,943,516,1010,548
Tr_0p2_18_13.jpg,1280,800,text,923,479,1029,520
Tr_0p2_18_13.jpg,1280,800,text,822,514,894,542
Tr_0p2_18_13.jpg,1280,800,text,837,499,880,524
Ro_270_n_HSV_2007-12-08-day-015.jpg,1600,1200,text,732,891,998,1053
Ro_270_n_HSV_2007-12-08-day-015.jpg,1600,1200,text,720,141,1006,790
Ro_270_n_HSV_2007-12-08-day-015.jpg,1600,1200,text,546,144,764,963
Ro_270_n_HSV_2007-12-08-day-015.jpg,1600,1200,text,448,477,528,594
Ro_270_n_HSV_2007-12-08-day-015.jpg,1600,1200,text,448,594,514,774
Sh_0p5_03_13.jpg,2373,906,text,811,343,1050,421
Sh_0p5_03_13.jpg,2373,906,text,1151,335,1403,405
Ro_180_n_HSV_P090903003.jpg,640,480,text,179,119,569,240
Sh_0p5_16_16.jpg,1680,800,text,487,344,767,415
Sh_0p5_16_16.jpg,1680,800,text,733,305,1026,385
Ro_90_n_HSV_DSC03201.JPG,640,480,text,11,138,257,349
Ro_90_n_HSV_DSC03201.JPG,640,480,text,82,138,191,349
Ro_90_n_HSV_DSC03201.JPG,640,480,text,182,153,257,333
Ro_90_n_HSV_15_11.jpg,1280,1024,text,601,281,662,424
Ro_90_n_HSV_15_11.jpg,1280,1024,text,611,455,664,649
Sh_0p5_01_07.jpg,1680,800,text,594,338,1079,421
Ro_270_n_HSV_DSC02914.JPG,640,480,text,238,45,408,216
Ro_270_n_HSV_DSC02914.JPG,640,480,text,219,265,395,462
Tr_0p2_01_13.jpg,1280,800,text,665,451,1165,604
Tr_0p2_01_13.jpg,1280,800,text,773,431,835,470
Sc_0p2_07_05.jpg,1280,1024,text,583,219,747,262
Sc_0p2_07_05.jpg,1280,1024,text,124,238,266,300
Sc_0p2_DSC02690.JPG,640,480,text,223,183,556,334
Sc_0p2_DSC02690.JPG,640,480,text,223,250,556,334
Sc_0p2_DSC03276.JPG,640,480,text,102,372,641,480
Ro_270_n_HSV_01_13.jpg,1280,800,text,569,255,814,568
Ro_270_n_HSV_01_13.jpg,1280,800,text,783,323,846,361
DSC02606.JPG,640,480,text,61,187,599,309
HF_109.jpg,640,480,text,186,167,432,296
HF_109.jpg,640,480,text,566,191,621,237
HF_109.jpg,640,480,text,565,245,623,278
Sh_0p5_DSC02604.JPG,880,480,text,161,220,760,370
Ro_270_n_HSV_DSC02384.JPG,640,480,text,219,108,344,345
Sh_0p5_03_08.jpg,2370,904,text,792,318,1295,401
HF_00_17.jpg,1024,768,text,455,326,539,377
HF_00_17.jpg,1024,768,text,379,343,458,385
Tr_0p2_DSC03026.JPG,640,480,text,195,219,640,324
Sc_0p2_DSC04251.JPG,640,480,text,134,79,619,168
HF_06_04.jpg,1680,1050,text,923,409,1111,477
HF_06_04.jpg,1680,1050,text,746,409,888,471
HF_DSC04430.JPG,640,480,text,89,132,604,403
HF_DSC04430.JPG,640,480,text,103,132,579,274
10_02.jpg,1024,768,text,496,374,669,417
10_02.jpg,1024,768,text,308,379,476,428
10_02.jpg,1024,768,text,471,427,598,476
Sh_0p5_DSC03143.JPG,880,480,text,462,350,656,402
Tr_0p2_DSC03947.JPG,640,480,text,413,277,640,351
Tr_0p2_DSC03947.JPG,640,480,text,458,363,601,429
Sc_0p2_09_00.jpg,1280,800,text,790,456,948,495
Sc_0p2_09_00.jpg,1280,800,text,651,453,793,494
Ro_270_n_HSV_P090903003.jpg,640,480,text,158,53,320,345
Tr_0p2_DSC02990.JPG,640,480,text,181,232,640,365
Ro_180_n_HSV_DSC03136.JPG,640,480,text,97,153,524,235
Ro_270_n_HSV_10_02.jpg,1024,768,text,468,372,525,501
Ro_270_n_HSV_10_02.jpg,1024,768,text,453,231,518,357
Ro_270_n_HSV_10_02.jpg,1024,768,text,389,353,454,448
Sc_0p2_14_05.jpg,1280,884,text,804,416,991,502
HF_06_13.jpg,1680,1050,text,783,336,1293,438
HF_06_13.jpg,1680,1050,text,1494,465,1629,532
Ro_90_n_HSV_17_15.jpg,1278,880,text,349,299,412,457
Sc_0p2_16_18.jpg,1280,800,text,268,426,500,495
Sc_0p2_16_18.jpg,1280,800,text,854,398,1180,478
Sc_0p2_16_18.jpg,1280,800,text,504,430,825,505
Sc_0p2_16_18.jpg,1280,800,text,129,440,270,505
Ro_270_n_HSV_12_02.jpg,1024,768,text,474,528,580,683
HF_06_06.jpg,1114,700,text,509,324,562,355
HF_06_06.jpg,1114,700,text,560,326,635,355
041.JPG,640,480,text,57,206,277,296
041.JPG,640,480,text,333,247,612,289
041.JPG,640,480,text,161,316,258,340
Sh_0p5_DSC03440.JPG,880,480,text,97,20,538,83
Sh_0p5_DSC03440.JPG,880,480,text,276,138,561,199
Tr_0p2_05_07.jpg,1278,878,text,868,419,1050,468
HF_00_09.jpg,1024,768,text,417,332,773,412
HF_00_09.jpg,1024,768,text,796,376,864,401
14_08.jpg,1278,880,text,633,331,794,364
14_08.jpg,1278,880,text,808,326,915,367
14_08.jpg,1278,880,text,657,380,720,405
14_08.jpg,1278,880,text,724,376,794,403
14_08.jpg,1278,880,text,798,375,897,401
Ro_270_n_HSV_06_14.jpg,1680,1050,text,1027,453,1131,604
Sc_0p2_00_18.jpg,1024,768,text,512,398,608,435
Sc_0p2_00_18.jpg,1024,768,text,604,396,679,435
Tr_0p2_P090831022.jpg,640,480,text,133,216,640,382
14_05.jpg,1280,884,text,670,347,826,419
Ro_270_n_HSV_109.jpg,640,480,text,245,156,417,340
Ro_270_n_HSV_109.jpg,640,480,text,324,14,385,55
Ro_270_n_HSV_109.jpg,640,480,text,269,12,313,56
Sc_0p2_18_05.jpg,1280,800,text,580,463,801,555
Sh_0p5_05_00.jpg,1714,872,text,750,279,907,330
Sh_0p5_05_00.jpg,1714,872,text,657,288,777,328
Sh_0p5_05_00.jpg,1714,872,text,1280,202,1413,266
Sh_0p5_05_00.jpg,1714,872,text,561,113,724,164
Ro_270_n_HSV_15_18.jpg,1280,1024,text,661,336,721,453
Ro_270_n_HSV_15_18.jpg,1280,1024,text,676,461,726,520
HF_P1010163.JPG,640,480,text,7,79,625,192
09_00.jpg,1280,800,text,659,380,790,413
09_00.jpg,1280,800,text,543,378,661,412
Ro_180_n_HSV_16_06.jpg,1280,800,text,664,161,863,309
Ro_180_n_HSV_16_06.jpg,1280,800,text,893,431,1108,495
Ro_180_n_HSV_16_06.jpg,1280,800,text,994,139,1098,230
Ro_180_n_HSV_16_06.jpg,1280,800,text,508,438,835,504
Ro_180_n_HSV_16_06.jpg,1280,800,text,904,213,1029,306
Tr_0p2_DSC02395.JPG,640,480,text,229,306,640,464
07_08.jpg,1280,1024,text,509,436,702,502
07_08.jpg,1280,1024,text,599,497,668,516
Sh_0p5_DSC03082.JPG,880,480,text,376,207,483,274
Sh_0p5_DSC03082.JPG,880,480,text,313,369,699,446
Tr_0p2_11_16.jpg,1280,800,text,495,504,812,612
Tr_0p2_11_16.jpg,1280,800,text,806,498,1264,620
08_02.jpg,1280,880,text,411,381,633,411
HF_DSC04464.JPG,640,480,text,54,317,625,397
Ro_90_n_HSV_DSC02427.JPG,640,480,text,129,51,309,456
Ro_90_n_HSV_DSC02427.JPG,640,480,text,307,1,390,294
Ro_90_n_HSV_DSC02427.JPG,640,480,text,479,5,538,234
Ro_90_n_HSV_16_07.jpg,1280,800,text,558,341,630,452
Ro_90_n_HSV_16_07.jpg,1280,800,text,550,157,617,331
HF_DSC03170.JPG,640,480,text,148,298,362,366
Sh_0p5_01_09.jpg,1680,800,text,641,288,996,426
Ro_270_n_HSV_P090903004.jpg,640,480,text,183,17,338,448
Ro_270_n_HSV_10_04.jpg,1024,768,text,501,174,601,521
Ro_270_n_HSV_10_04.jpg,1024,768,text,610,405,665,475
Ro_270_n_HSV_10_04.jpg,1024,768,text,609,474,664,537
Sh_0p5_06_04.jpg,2205,1050,text,773,409,995,477
Sh_0p5_06_04.jpg,2205,1050,text,996,409,1169,471
Sh_0p5_16_02.jpg,1680,800,text,797,399,968,446
Sh_0p5_16_02.jpg,1680,800,text,736,405,825,449
Ro_180_n_HSV_10_18.jpg,1024,768,text,463,254,753,371
Ro_180_n_HSV_10_18.jpg,1024,768,text,238,278,489,366
Sc_0p2_DSC02398.JPG,640,480,text,80,265,641,382
05_11.jpg,1278,880,text,706,353,785,389
05_11.jpg,1278,880,text,622,353,694,389
05_11.jpg,1278,880,text,628,386,679,407
DSC03881.JPG,640,480,text,255,295,462,380
Sh_0p5_DSC03201.JPG,880,480,text,178,9,551,193
Sh_0p5_DSC03201.JPG,880,480,text,205,62,527,144
Sh_0p5_DSC03201.JPG,880,480,text,263,137,531,193
Tr_0p2_104.jpg,640,480,text,198,182,640,292
Tr_0p2_104.jpg,640,480,text,198,182,609,292
Sh_0p5_C77_m_starfirm.jpg,880,480,text,268,83,661,276
Ro_180_n_HSV_06_14.jpg,1680,1050,text,713,641,954,706
DSC03038.JPG,640,480,text,98,310,400,373
Ro_270_n_HSV_DSC03408.JPG,640,480,text,61,13,258,473
Tr_0p2_DSC03025.JPG,640,480,text,294,219,511,299
Ro_90_n_HSV_DSC03911.JPG,640,480,text,419,12,594,452
DSC03307.JPG,640,480,text,197,152,364,292
DSC03307.JPG,640,480,text,225,224,348,292
Ro_90_n_HSV_DSC03881.JPG,640,480,text,393,133,506,288
Sc_0p2_18_17.jpg,1280,800,text,640,469,873,505
Sc_0p2_18_17.jpg,1280,800,text,518,360,999,465
Sh_0p5_DSC02317.JPG,880,480,text,202,202,770,337
DSC03865.JPG,640,480,text,9,52,177,96
DSC03865.JPG,640,480,text,15,89,263,142
DSC03865.JPG,640,480,text,288,93,634,165
Ro_90_n_HSV_109.jpg,640,480,text,222,139,394,324
Ro_90_n_HSV_109.jpg,640,480,text,254,424,315,465
Ro_90_n_HSV_109.jpg,640,480,text,326,423,370,467
Ro_180_n_HSV_C716_m_starfirm.jpg,640,480,text,189,205,380,281
2007-12-08-day-111.jpg,1600,1200,text,425,436,1170,616
Ro_270_n_HSV_16_18.jpg,1280,800,text,619,140,711,260
Ro_270_n_HSV_16_18.jpg,1280,800,text,641,445,748,615
Ro_270_n_HSV_16_18.jpg,1280,800,text,606,262,705,430
Ro_270_n_HSV_16_18.jpg,1280,800,text,606,67,692,140
Tr_0p2_06_08.jpg,1680,1050,text,1092,620,1263,684
Tr_0p2_06_08.jpg,1680,1050,text,927,626,1040,680
Tr_0p2_06_08.jpg,1680,1050,text,1263,630,1379,680
Tr_0p2_06_08.jpg,1680,1050,text,1336,761,1423,796
DSC04064.JPG,640,480,text,33,120,624,198
Ro_90_n_HSV_DSC03436.JPG,640,480,text,31,67,215,334
